OrderID,CustomerID,SalespersonPersonID,ContactPersonID,OrderDate
174747,562,14,616,2013-10-04
174748,299,2,351,2013-10-04
174749,569,7,623,2013-10-04
174750,34,20,81,2013-10-04
174751,738,6,793,2013-10-04
174752,325,16,377,2013-10-04
174753,616,14,670,2013-10-04
174754,75,8,124,2013-10-04
174755,685,6,740,2013-10-04
174756,793,16,849,2013-10-04
174757,973,2,1033,2013-10-04
174758,531,13,584,2013-10-04
174759,920,15,980,2013-10-04
174760,886,16,945,2013-10-04
174761,765,16,821,2013-10-04
174762,424,6,476,2013-10-04
174763,97,6,146,2013-10-04
174764,162,15,212,2013-10-04
174765,758,15,814,2013-10-04
174766,612,7,666,2013-10-04
174767,281,2,333,2013-10-04
174768,275,2,327,2013-10-04
174769,131,8,180,2013-10-04
174770,212,14,262,2013-10-04
174771,981,8,1041,2013-10-04
174772,387,8,439,2013-10-04
174773,591,3,645,2013-10-04
174774,67,20,116,2013-10-04
174775,648,15,702,2013-10-04
174776,569,20,623,2013-10-04
174777,751,16,807,2013-10-04
174778,411,8,463,2013-10-04
174779,353,13,405,2013-10-04
174780,748,15,803,2013-10-04
174781,483,13,536,2013-10-04
174782,958,3,1018,2013-10-04
174783,660,16,714,2013-10-04
174784,1001,8,1061,2013-10-04
174785,782,20,838,2013-10-04
174786,536,15,589,2013-10-04
174787,182,16,232,2013-10-04
174788,33,6,80,2013-10-04
174789,684,2,739,2013-10-04
174790,496,3,549,2013-10-04
174791,144,7,194,2013-10-04
174792,887,7,946,2013-10-04
174793,340,2,392,2013-10-04
174794,91,6,140,2013-10-04
174795,1116,3,3316,2013-10-04
174796,716,20,771,2013-10-04
174797,610,7,664,2013-10-04
174798,75,8,124,2013-10-04
174799,765,16,821,2013-10-04
174800,97,6,146,2013-10-04
174801,758,15,814,2013-10-04
174802,281,2,333,2013-10-04
174803,67,20,116,2013-10-04
174804,648,15,702,2013-10-04
174805,660,16,714,2013-10-04
174806,536,15,589,2013-10-04
174807,182,16,232,2013-10-04
174808,766,2,822,2013-10-05
174809,319,7,371,2013-10-05
174810,118,3,167,2013-10-05
174811,860,8,918,2013-10-05
174812,908,3,967,2013-10-05
174813,526,13,579,2013-10-05
174814,660,6,714,2013-10-05
174815,38,15,86,2013-10-05
174816,674,20,729,2013-10-05
174817,399,3,451,2013-10-05
174818,365,2,417,2013-10-05
174819,449,16,501,2013-10-05
174820,620,3,674,2013-10-05
174821,981,16,1041,2013-10-05
174822,942,16,1002,2013-10-05
174823,866,13,924,2013-10-05
174824,43,8,91,2013-10-05
174825,432,6,484,2013-10-05
174826,894,15,953,2013-10-05
174827,418,3,470,2013-10-05
174828,871,8,929,2013-10-05
174829,915,7,974,2013-10-05
174830,704,16,759,2013-10-05
174831,484,6,537,2013-10-05
174832,319,7,371,2013-10-05
174833,860,8,918,2013-10-05
174834,449,16,501,2013-10-05
174835,43,8,91,2013-10-05
174836,946,13,1006,2013-10-07
174837,859,20,917,2013-10-07
174838,482,20,535,2013-10-07
174839,945,13,1005,2013-10-07
174840,5,14,52,2013-10-07
174841,745,8,800,2013-10-07
174842,593,7,647,2013-10-07
174843,64,16,113,2013-10-07
174844,125,15,174,2013-10-07
174845,494,3,547,2013-10-07
174846,234,20,284,2013-10-07
174847,783,20,839,2013-10-07
174848,124,6,173,2013-10-07
174849,600,8,654,2013-10-07
174850,375,7,427,2013-10-07
174851,947,2,1007,2013-10-07
174852,338,3,390,2013-10-07
174853,850,7,907,2013-10-07
174854,458,2,510,2013-10-07
174855,396,15,448,2013-10-07
174856,638,20,692,2013-10-07
174857,955,20,1015,2013-10-07
174858,357,6,409,2013-10-07
174859,945,20,1005,2013-10-07
174860,689,13,744,2013-10-07
174861,389,7,441,2013-10-07
174862,299,20,351,2013-10-07
174863,903,15,962,2013-10-07
174864,344,2,396,2013-10-07
174865,727,20,782,2013-10-07
174866,847,7,904,2013-10-07
174867,299,20,351,2013-10-07
174868,779,14,835,2013-10-07
174869,294,14,346,2013-10-07
174870,896,8,955,2013-10-07
174871,113,13,162,2013-10-07
174872,570,3,624,2013-10-07
174873,366,7,418,2013-10-07
174874,100,7,149,2013-10-07
174875,61,8,109,2013-10-07
174876,264,14,315,2013-10-07
174877,797,6,853,2013-10-07
174878,580,14,634,2013-10-07
174879,110,8,159,2013-10-07
174880,143,7,193,2013-10-07
174881,729,14,784,2013-10-07
174882,678,3,733,2013-10-07
174883,91,13,140,2013-10-07
174884,834,14,891,2013-10-07
174885,467,8,519,2013-10-07
174886,790,16,846,2013-10-07
174887,651,3,705,2013-10-07
174888,116,14,165,2013-10-07
174889,668,14,722,2013-10-07
174890,816,2,873,2013-10-07
174891,322,13,374,2013-10-07
174892,84,6,133,2013-10-07
174893,16,16,63,2013-10-07
174894,1112,2,3312,2013-10-07
174895,558,3,612,2013-10-07
174896,341,20,393,2013-10-07
174897,690,20,745,2013-10-07
174898,23,2,70,2013-10-07
174899,548,15,601,2013-10-07
174900,782,15,838,2013-10-07
174901,869,2,927,2013-10-07
174902,895,13,954,2013-10-07
174903,790,6,846,2013-10-07
174904,191,7,241,2013-10-07
174905,69,15,118,2013-10-07
174906,1007,15,1067,2013-10-07
174907,873,3,931,2013-10-07
174908,660,14,714,2013-10-07
174909,677,3,732,2013-10-07
174910,815,8,872,2013-10-07
174911,20,20,67,2013-10-07
174912,243,13,293,2013-10-07
174913,161,8,211,2013-10-07
174914,700,3,755,2013-10-07
174915,550,2,603,2013-10-07
174916,212,14,262,2013-10-07
174917,883,20,942,2013-10-07
174918,52,15,100,2013-10-07
174919,176,3,226,2013-10-07
174920,579,20,633,2013-10-07
174921,283,6,335,2013-10-07
174922,796,13,852,2013-10-07
174923,576,20,630,2013-10-07
174924,215,14,265,2013-10-07
174925,116,20,165,2013-10-07
174926,105,13,154,2013-10-07
174927,548,16,601,2013-10-07
174928,995,7,1055,2013-10-07
174929,652,3,706,2013-10-07
174930,377,13,429,2013-10-07
174931,980,3,1040,2013-10-07
174932,346,6,398,2013-10-07
174933,866,7,924,2013-10-07
174934,199,6,249,2013-10-07
174935,605,8,659,2013-10-07
174936,1003,15,1063,2013-05-27
174937,955,20,1015,2013-10-07
174938,389,7,441,2013-10-07
174939,299,20,351,2013-10-07
174940,299,20,351,2013-10-07
174941,896,8,955,2013-10-07
174942,100,7,149,2013-10-07
174943,110,8,159,2013-10-07
174944,678,3,733,2013-10-07
174945,816,2,873,2013-10-07
174946,16,16,63,2013-10-07
174947,1112,2,3312,2013-10-07
174948,677,3,732,2013-10-07
174949,243,13,293,2013-10-07
174950,212,14,262,2013-10-07
174951,346,6,398,2013-10-07
174952,904,7,963,2013-10-08
174953,701,13,756,2013-10-08
174954,800,8,856,2013-10-08
174955,932,8,992,2013-10-08
174956,144,3,194,2013-10-08
174957,28,7,75,2013-10-08
174958,210,6,260,2013-10-08
174959,673,14,728,2013-10-08
174960,892,15,951,2013-10-08
174961,940,2,1000,2013-10-08
174962,361,13,413,2013-10-08
174963,743,15,798,2013-10-08
174964,496,16,549,2013-10-08
174965,561,8,615,2013-10-08
174966,748,7,803,2013-10-08
174967,720,2,775,2013-10-08
174968,646,14,700,2013-10-08
174969,289,16,341,2013-10-08
174970,27,16,74,2013-10-08
174971,395,14,447,2013-10-08
174972,891,2,950,2013-10-08
174973,54,20,102,2013-10-08
174974,90,20,139,2013-10-08
174975,891,2,950,2013-10-08
174976,228,16,278,2013-10-08
174977,119,7,168,2013-10-08
174978,27,15,74,2013-10-08
174979,29,6,76,2013-10-08
174980,462,8,514,2013-10-08
174981,26,14,73,2013-10-08
174982,176,2,226,2013-10-08
174983,334,6,386,2013-10-08
174984,442,14,494,2013-10-08
174985,683,14,738,2013-10-08
174986,516,15,569,2013-10-08
174987,714,3,769,2013-10-08
174988,343,15,395,2013-10-08
174989,472,2,525,2013-10-08
174990,767,7,823,2013-10-08
174991,267,14,318,2013-10-08
174992,225,14,275,2013-10-08
174993,911,16,970,2013-10-08
174994,449,2,501,2013-10-08
174995,436,14,488,2013-10-08
174996,353,15,405,2013-10-08
174997,606,14,660,2013-10-08
174998,67,6,116,2013-10-08
174999,905,6,964,2013-10-08
175000,57,13,105,2013-10-08
175001,149,20,199,2013-10-08
175002,278,3,330,2013-10-08
175003,303,16,355,2013-10-08
175004,33,16,80,2013-10-08
175005,845,6,902,2013-10-08
175006,393,7,445,2013-10-08
175007,824,7,881,2013-10-08
175008,425,20,477,2013-10-08
175009,638,13,692,2013-10-08
175010,44,20,92,2013-10-08
175011,833,14,890,2013-10-08
175012,377,16,429,2013-10-08
175013,552,8,605,2013-10-08
175014,584,20,638,2013-10-08
175015,588,6,642,2013-10-08
175016,410,15,462,2013-10-08
175017,555,7,608,2013-10-08
175018,380,3,432,2013-10-08
175019,942,8,1002,2013-10-08
175020,673,13,728,2013-10-08
175021,434,15,486,2013-10-08
175022,265,8,316,2013-10-08
175023,519,14,572,2013-10-08
175024,397,8,449,2013-10-08
175025,967,16,1027,2013-10-08
175026,642,3,696,2013-10-08
175027,481,13,534,2013-10-08
175028,917,6,977,2013-10-08
175029,723,16,778,2013-10-08
175030,827,7,884,2013-10-08
175031,884,16,943,2013-10-08
175032,38,14,86,2013-10-08
175033,213,2,263,2013-10-08
175034,953,3,1013,2013-10-08
175035,869,8,927,2013-10-08
175036,149,14,199,2013-10-08
175037,726,8,781,2013-10-08
175038,463,13,515,2013-10-08
175039,73,15,122,2013-10-08
175040,561,3,615,2013-10-08
175041,360,13,412,2013-10-08
175042,488,16,541,2013-10-08
175043,302,16,354,2013-10-08
175044,298,7,350,2013-10-08
175045,586,2,640,2013-10-08
175046,456,16,508,2013-10-08
175047,618,3,672,2013-10-08
175048,901,15,960,2013-10-02
175049,243,13,293,2013-10-07
175050,720,2,775,2013-10-08
175051,27,15,74,2013-10-08
175052,683,14,738,2013-10-08
175053,911,16,970,2013-10-08
175054,393,7,445,2013-10-08
175055,555,7,608,2013-10-08
175056,434,15,486,2013-10-08
175057,642,3,696,2013-10-08
175058,869,8,927,2013-10-08
175059,73,15,122,2013-10-08
175060,122,13,171,2013-10-09
175061,179,16,229,2013-10-09
175062,266,3,317,2013-10-09
175063,825,20,882,2013-10-09
175064,323,8,375,2013-10-09
175065,284,13,336,2013-10-09
175066,395,7,447,2013-10-09
175067,286,16,338,2013-10-09
175068,856,13,914,2013-10-09
175069,976,8,1036,2013-10-09
175070,802,13,858,2013-10-09
175071,904,13,963,2013-10-09
175072,768,8,824,2013-10-09
175073,50,3,98,2013-10-09
175074,803,15,859,2013-10-09
175075,644,7,698,2013-10-09
175076,157,6,207,2013-10-09
175077,320,7,372,2013-10-09
175078,527,20,580,2013-10-09
175079,138,6,188,2013-10-09
175080,44,13,92,2013-10-09
175081,710,3,765,2013-10-09
175082,530,3,583,2013-10-09
175083,135,7,184,2013-10-09
175084,306,7,358,2013-10-09
175085,755,13,811,2013-10-09
175086,683,13,738,2013-10-09
175087,968,16,1028,2013-10-09
175088,425,8,477,2013-10-09
175089,687,13,742,2013-10-09
175090,773,16,829,2013-10-09
175091,748,16,803,2013-10-09
175092,991,13,1051,2013-10-09
175093,591,6,645,2013-10-09
175094,436,2,488,2013-10-09
175095,353,20,405,2013-10-09
175096,673,2,728,2013-10-09
175097,121,16,170,2013-10-09
175098,583,14,637,2013-10-09
175099,993,7,1053,2013-10-09
175100,884,15,943,2013-10-09
175101,121,8,170,2013-10-09
175102,321,13,373,2013-10-09
175103,25,2,72,2013-10-09
175104,838,3,895,2013-10-09
175105,670,16,725,2013-10-09
175106,8,6,55,2013-10-09
175107,884,7,943,2013-10-09
175108,736,2,791,2013-10-09
175109,412,6,464,2013-10-09
175110,281,14,333,2013-10-09
175111,870,16,928,2013-10-09
175112,651,3,705,2013-10-09
175113,471,15,524,2013-10-09
175114,393,16,445,2013-10-09
175115,251,15,301,2013-10-09
175116,309,16,361,2013-10-09
175117,57,8,105,2013-10-09
175118,664,13,718,2013-10-09
175119,669,6,723,2013-10-09
175120,1003,8,1063,2013-10-09
175121,586,13,640,2013-10-09
175122,934,2,994,2013-10-09
175123,551,13,604,2013-10-09
175124,922,3,982,2013-10-09
175125,589,16,643,2013-10-09
175126,2,7,49,2013-10-09
175127,454,16,506,2013-10-09
175128,988,15,1048,2013-10-09
175129,414,6,466,2013-10-09
175130,347,7,399,2013-10-09
175131,807,14,863,2013-10-09
175132,593,16,647,2013-10-09
175133,367,14,419,2013-10-09
175134,983,20,1043,2013-10-09
175135,655,7,709,2013-10-09
175136,43,20,91,2013-10-09
175137,10,20,57,2013-10-09
175138,704,15,759,2013-10-09
175139,50,3,98,2013-10-09
175140,683,13,738,2013-10-09
175141,687,13,742,2013-10-09
175142,748,16,803,2013-10-09
175143,8,6,55,2013-10-09
175144,736,2,791,2013-10-09
175145,393,16,445,2013-10-09
175146,664,13,718,2013-10-09
175147,669,6,723,2013-10-09
175148,586,13,640,2013-10-09
175149,934,2,994,2013-10-09
175150,922,3,982,2013-10-09
175151,988,15,1048,2013-10-09
175152,807,14,863,2013-10-09
175153,593,16,647,2013-10-09
175154,983,20,1043,2013-10-09
175155,43,20,91,2013-10-09
175156,704,15,759,2013-10-09
175157,751,13,807,2013-10-10
175158,639,3,693,2013-10-10
175159,167,20,217,2013-10-10
175160,49,7,97,2013-10-10
175161,959,8,1019,2013-10-10
175162,878,3,937,2013-10-10
175163,43,16,91,2013-10-10
175164,545,8,598,2013-10-10
175165,266,13,317,2013-10-10
175166,124,20,173,2013-10-10
175167,530,6,583,2013-10-10
175168,516,2,569,2013-10-10
175169,422,2,474,2013-10-10
175170,699,14,754,2013-10-10
175171,553,7,606,2013-10-10
175172,488,16,541,2013-10-10
175173,26,7,73,2013-10-10
175174,41,2,89,2013-10-10
175175,188,7,238,2013-10-10
175176,66,7,115,2013-10-10
175177,800,7,856,2013-10-10
175178,120,20,169,2013-10-10
175179,367,6,419,2013-10-10
175180,578,20,632,2013-10-10
175181,496,14,549,2013-10-10
175182,65,7,114,2013-10-10
175183,604,2,658,2013-10-10
175184,899,6,958,2013-10-10
175185,444,7,496,2013-10-10
175186,200,8,250,2013-10-10
175187,609,13,663,2013-10-10
175188,990,15,1050,2013-10-10
175189,817,16,874,2013-10-10
175190,564,2,618,2013-10-10
175191,979,6,1039,2013-10-10
175192,521,20,574,2013-10-10
175193,71,8,120,2013-10-10
175194,408,6,460,2013-10-10
175195,767,6,823,2013-10-10
175196,111,8,160,2013-10-10
175197,403,7,455,2013-10-10
175198,929,15,989,2013-10-10
175199,713,16,768,2013-10-10
175200,776,3,832,2013-10-10
175201,141,3,191,2013-10-10
175202,471,15,524,2013-10-10
175203,141,2,191,2013-10-10
175204,348,20,400,2013-10-10
175205,817,20,874,2013-10-10
175206,506,8,559,2013-10-10
175207,108,20,157,2013-10-10
175208,70,14,119,2013-10-10
175209,926,20,986,2013-10-10
175210,451,13,503,2013-10-10
175211,612,16,666,2013-10-10
175212,695,20,750,2013-10-10
175213,419,15,471,2013-10-10
175214,853,3,910,2013-10-10
175215,10,20,57,2013-10-10
175216,915,15,974,2013-10-10
175217,152,16,202,2013-10-10
175218,963,8,1023,2013-10-10
175219,16,7,63,2013-10-10
175220,988,15,1048,2013-10-10
175221,834,3,891,2013-10-10
175222,736,8,791,2013-10-10
175223,987,3,1047,2013-10-10
175224,613,7,667,2013-10-10
175225,122,3,171,2013-10-10
175226,80,20,129,2013-10-10
175227,827,20,884,2013-10-10
175228,170,7,220,2013-10-10
175229,776,8,832,2013-10-10
175230,429,6,481,2013-10-10
175231,407,15,459,2013-10-10
175232,594,8,648,2013-10-10
175233,259,20,309,2013-10-10
175234,243,6,293,2013-10-10
175235,460,8,512,2013-10-10
175236,911,13,970,2013-10-10
175237,674,8,729,2013-10-10
175238,328,6,380,2013-10-10
175239,992,3,1052,2013-06-10
175240,751,13,807,2013-10-10
175241,167,20,217,2013-10-10
175242,545,8,598,2013-10-10
175243,124,20,173,2013-10-10
175244,26,7,73,2013-10-10
175245,71,8,120,2013-10-10
175246,408,6,460,2013-10-10
175247,403,7,455,2013-10-10
175248,348,20,400,2013-10-10
175249,108,20,157,2013-10-10
175250,70,14,119,2013-10-10
175251,80,20,129,2013-10-10
175252,827,20,884,2013-10-10
175253,776,8,832,2013-10-10
175254,429,6,481,2013-10-10
175255,911,13,970,2013-10-10
175256,925,20,985,2013-10-11
175257,824,16,881,2013-10-11
175258,517,3,570,2013-10-11
175259,933,13,993,2013-10-11
175260,977,8,1037,2013-10-11
175261,967,16,1027,2013-10-11
175262,756,3,812,2013-10-11
175263,803,7,859,2013-10-11
175264,1117,7,3317,2013-10-11
175265,745,20,800,2013-10-11
175266,339,13,391,2013-10-11
175267,134,3,183,2013-10-11
175268,553,6,606,2013-10-11
175269,682,20,737,2013-10-11
175270,190,13,240,2013-10-11
175271,344,20,396,2013-10-11
175272,822,2,879,2013-10-11
175273,321,15,373,2013-10-11
175274,11,14,58,2013-10-11
175275,216,6,266,2013-10-11
175276,746,20,801,2013-10-11
175277,473,14,526,2013-10-11
175278,831,16,888,2013-10-11
175279,469,14,521,2013-10-11
175280,550,14,603,2013-10-11
175281,947,16,1007,2013-10-11
175282,239,15,289,2013-10-11
175283,424,3,476,2013-10-11
175284,645,3,699,2013-10-11
175285,603,7,657,2013-10-11
175286,267,20,318,2013-10-11
175287,37,14,85,2013-10-11
175288,853,20,910,2013-10-11
175289,571,20,625,2013-10-11
175290,957,20,1017,2013-10-11
175291,768,7,824,2013-10-11
175292,344,15,396,2013-10-11
175293,783,15,839,2013-10-11
175294,261,8,311,2013-10-11
175295,111,13,160,2013-10-11
175296,556,6,609,2013-10-11
175297,178,3,228,2013-10-11
175298,432,2,484,2013-10-11
175299,887,13,946,2013-10-11
175300,270,3,321,2013-10-11
175301,454,16,506,2013-10-11
175302,989,13,1049,2013-10-11
175303,538,8,591,2013-10-11
175304,121,14,170,2013-10-11
175305,744,15,799,2013-10-11
175306,19,20,66,2013-10-11
175307,382,20,434,2013-10-11
175308,982,15,1042,2013-10-11
175309,3,8,50,2013-10-11
175310,25,7,72,2013-10-11
175311,573,6,627,2013-10-11
175312,740,20,795,2013-10-11
175313,699,14,754,2013-10-11
175314,152,14,202,2013-10-11
175315,354,2,406,2013-10-11
175316,682,16,737,2013-10-11
175317,829,20,886,2013-10-11
175318,577,15,631,2013-10-11
175319,606,2,660,2013-10-11
175320,49,16,97,2013-10-11
175321,637,6,691,2013-10-11
175322,368,16,420,2013-10-11
175323,443,2,495,2013-10-11
175324,595,7,649,2013-10-11
175325,337,3,389,2013-10-11
175326,489,15,542,2013-10-11
175327,203,20,253,2013-10-11
175328,387,20,439,2013-10-11
175329,872,7,930,2013-10-11
175330,927,6,987,2013-10-11
175331,788,6,844,2013-10-11
175332,16,13,63,2013-10-11
175333,20,14,67,2013-10-11
175334,206,3,256,2013-10-11
175335,685,20,740,2013-10-11
175336,655,13,709,2013-10-11
175337,983,15,1043,2013-10-11
175338,124,20,173,2013-10-10
175339,824,16,881,2013-10-11
175340,933,13,993,2013-10-11
175341,803,7,859,2013-10-11
175342,553,6,606,2013-10-11
175343,321,15,373,2013-10-11
175344,473,14,526,2013-10-11
175345,957,20,1017,2013-10-11
175346,25,7,72,2013-10-11
175347,699,14,754,2013-10-11
175348,337,3,389,2013-10-11
175349,206,3,256,2013-10-11
175350,275,20,327,2013-10-12
175351,782,13,838,2013-10-12
175352,608,20,662,2013-10-12
175353,797,13,853,2013-10-12
175354,685,15,740,2013-10-12
175355,357,2,409,2013-10-12
175356,376,7,428,2013-10-12
175357,814,20,871,2013-10-12
175358,453,7,505,2013-10-12
175359,383,14,435,2013-10-12
175360,907,2,966,2013-10-12
175361,341,13,393,2013-10-12
175362,466,15,518,2013-10-12
175363,137,3,186,2013-10-12
175364,1113,7,3313,2013-10-12
175365,809,20,865,2013-10-12
175366,502,20,555,2013-10-12
175367,982,14,1042,2013-10-12
175368,633,7,687,2013-10-12
175369,981,14,1041,2013-10-12
175370,9,3,56,2013-10-12
175371,774,7,830,2013-10-12
175372,254,7,304,2013-10-12
175373,664,7,718,2013-10-12
175374,797,13,853,2013-10-12
175375,982,14,1042,2013-10-12
175376,259,6,309,2013-10-14
175377,273,20,325,2013-10-14
175378,723,8,778,2013-10-14
175379,301,14,353,2013-10-14
175380,601,7,655,2013-10-14
175381,616,6,670,2013-10-14
175382,667,14,721,2013-10-14
175383,48,16,96,2013-10-14
175384,475,6,528,2013-10-14
175385,125,7,174,2013-10-14
175386,723,8,778,2013-10-14
175387,162,13,212,2013-10-14
175388,181,16,231,2013-10-14
175389,491,15,544,2013-10-14
175390,713,2,768,2013-10-14
175391,222,6,272,2013-10-14
175392,254,8,304,2013-10-14
175393,544,13,597,2013-10-14
175394,167,15,217,2013-10-14
175395,520,16,573,2013-10-14
175396,792,15,848,2013-10-14
175397,205,8,255,2013-10-14
175398,108,8,157,2013-10-14
175399,84,3,133,2013-10-14
175400,111,7,160,2013-10-14
175401,729,3,784,2013-10-14
175402,430,7,482,2013-10-14
175403,140,3,190,2013-10-14
175404,1118,15,3318,2013-10-14
175405,90,14,139,2013-10-14
175406,709,6,764,2013-10-14
175407,175,15,225,2013-10-14
175408,908,2,967,2013-10-14
175409,318,15,370,2013-10-14
175410,872,7,930,2013-10-14
175411,572,7,626,2013-10-14
175412,548,16,601,2013-10-14
175413,970,8,1030,2013-10-14
175414,228,3,278,2013-10-14
175415,952,8,1012,2013-10-14
175416,538,7,591,2013-10-14
175417,803,16,859,2013-10-14
175418,520,13,573,2013-10-14
175419,326,16,378,2013-10-14
175420,834,14,891,2013-10-14
175421,59,6,107,2013-10-14
175422,296,15,348,2013-10-14
175423,492,13,545,2013-10-14
175424,607,15,661,2013-10-14
175425,524,6,577,2013-10-14
175426,806,3,862,2013-10-14
175427,983,20,1043,2013-10-14
175428,745,20,800,2013-10-14
175429,634,16,688,2013-10-14
175430,350,13,402,2013-10-14
175431,770,7,826,2013-10-14
175432,359,13,411,2013-10-14
175433,971,16,1031,2013-10-14
175434,834,8,891,2013-10-14
175435,537,3,590,2013-10-14
175436,19,3,66,2013-10-14
175437,758,16,814,2013-10-14
175438,589,3,643,2013-10-14
175439,47,7,95,2013-10-14
175440,762,20,818,2013-10-14
175441,430,7,482,2013-10-14
175442,500,6,553,2013-10-14
175443,215,15,265,2013-10-14
175444,1117,15,3317,2013-10-14
175445,453,8,505,2013-10-14
175446,762,8,818,2013-10-14
175447,568,2,622,2013-10-14
175448,916,7,975,2013-10-14
175449,240,15,290,2013-10-14
175450,910,6,969,2013-10-14
175451,519,16,572,2013-10-14
175452,115,7,164,2013-10-14
175453,583,20,637,2013-10-14
175454,378,8,430,2013-10-14
175455,643,13,697,2013-10-14
175456,372,3,424,2013-10-14
175457,970,3,1030,2013-10-14
175458,85,16,134,2013-10-14
175459,273,20,325,2013-10-14
175460,125,7,174,2013-10-14
175461,181,16,231,2013-10-14
175462,167,15,217,2013-10-14
175463,520,16,573,2013-10-14
175464,792,15,848,2013-10-14
175465,205,8,255,2013-10-14
175466,1118,15,3318,2013-10-14
175467,908,2,967,2013-10-14
175468,228,3,278,2013-10-14
175469,607,15,661,2013-10-14
175470,583,20,637,2013-10-14
175471,643,13,697,2013-10-14
175472,970,3,1030,2013-10-14
175473,1112,2,3312,2013-10-15
175474,174,6,224,2013-10-15
175475,699,6,754,2013-10-15
175476,43,6,91,2013-10-15
175477,263,16,314,2013-10-15
175478,705,16,760,2013-10-15
175479,141,14,191,2013-10-15
175480,744,3,799,2013-10-15
175481,203,14,253,2013-10-15
175482,334,2,386,2013-10-15
175483,326,6,378,2013-10-15
175484,78,14,127,2013-10-15
175485,259,20,309,2013-10-15
175486,714,6,769,2013-10-15
175487,4,15,51,2013-10-15
175488,889,7,948,2013-10-15
175489,4,7,51,2013-10-15
175490,47,7,95,2013-10-15
175491,184,6,234,2013-10-15
175492,1113,13,3313,2013-10-15
175493,3,6,50,2013-10-15
175494,146,15,196,2013-10-15
175495,341,6,393,2013-10-15
175496,560,15,614,2013-10-15
175497,946,15,1006,2013-10-15
175498,710,13,765,2013-10-15
175499,328,14,380,2013-10-15
175500,228,3,278,2013-10-15
175501,17,16,64,2013-10-15
175502,356,6,408,2013-10-15
175503,774,20,830,2013-10-15
175504,901,14,960,2013-10-15
175505,82,16,131,2013-10-15
175506,956,2,1016,2013-10-15
175507,697,13,752,2013-10-15
175508,914,2,973,2013-10-15
175509,838,7,895,2013-10-15
175510,107,3,156,2013-10-15
175511,55,8,103,2013-10-15
175512,461,20,513,2013-10-15
175513,598,20,652,2013-10-15
175514,717,6,772,2013-10-15
175515,109,3,158,2013-10-15
175516,438,3,490,2013-10-15
175517,921,15,981,2013-10-15
175518,838,6,895,2013-10-15
175519,492,20,545,2013-10-15
175520,653,6,707,2013-10-15
175521,90,15,139,2013-10-15
175522,384,15,436,2013-10-15
175523,763,15,819,2013-10-15
175524,1007,14,1067,2013-10-15
175525,796,20,852,2013-10-15
175526,27,15,74,2013-10-15
175527,87,20,136,2013-10-15
175528,711,13,766,2013-10-15
175529,985,13,1045,2013-10-15
175530,971,7,1031,2013-10-15
175531,644,3,698,2013-10-15
175532,228,3,278,2013-10-15
175533,403,6,455,2013-10-15
175534,116,3,165,2013-10-15
175535,100,2,149,2013-10-15
175536,943,14,1003,2013-10-15
175537,958,14,1018,2013-10-15
175538,969,13,1029,2013-10-15
175539,377,13,429,2013-10-15
175540,815,2,872,2013-10-15
175541,663,14,717,2013-10-15
175542,120,8,169,2013-10-15
175543,210,7,260,2013-10-15
175544,76,20,125,2013-10-15
175545,269,13,320,2013-10-15
175546,894,15,953,2013-10-15
175547,747,15,802,2013-10-15
175548,636,6,690,2013-10-15
175549,59,3,107,2013-10-15
175550,181,20,231,2013-10-15
175551,42,15,90,2013-10-15
175552,188,3,238,2013-10-15
175553,682,20,737,2013-10-15
175554,977,14,1037,2013-10-15
175555,25,16,72,2013-10-15
175556,151,2,201,2013-10-15
175557,394,2,446,2013-10-15
175558,822,7,879,2013-10-15
175559,36,15,84,2013-10-15
175560,217,20,267,2013-10-15
175561,32,16,79,2013-10-15
175562,611,15,665,2013-10-15
175563,686,2,741,2013-10-15
175564,137,20,186,2013-10-15
175565,670,7,725,2013-10-15
175566,985,3,1045,2013-10-15
175567,827,20,884,2013-10-15
175568,904,15,963,2013-10-15
175569,740,20,795,2013-10-15
175570,392,6,444,2013-10-15
175571,1006,8,1066,2013-10-15
175572,374,13,426,2013-10-15
175573,643,14,697,2013-10-15
175574,513,20,566,2013-10-15
175575,284,3,336,2013-10-15
175576,304,16,356,2013-10-15
175577,360,13,412,2013-10-15
175578,78,16,127,2013-10-15
175579,117,2,166,2013-10-15
175580,99,16,148,2013-10-15
175581,748,13,803,2013-10-15
175582,263,16,314,2013-10-15
175583,326,6,378,2013-10-15
175584,889,7,948,2013-10-15
175585,146,15,196,2013-10-15
175586,774,20,830,2013-10-15
175587,82,16,131,2013-10-15
175588,763,15,819,2013-10-15
175589,985,13,1045,2013-10-15
175590,76,20,125,2013-10-15
175591,894,15,953,2013-10-15
175592,59,3,107,2013-10-15
175593,682,20,737,2013-10-15
175594,985,3,1045,2013-10-15
175595,827,20,884,2013-10-15
175596,99,16,148,2013-10-15
175597,811,2,867,2013-10-16
175598,68,7,117,2013-10-16
175599,425,20,477,2013-10-16
175600,283,8,335,2013-10-16
175601,903,15,962,2013-10-16
175602,361,7,413,2013-10-16
175603,476,15,529,2013-10-16
175604,734,14,789,2013-10-16
175605,225,14,275,2013-10-16
175606,905,6,964,2013-10-16
175607,212,6,262,2013-10-16
175608,323,2,375,2013-10-16
175609,176,13,226,2013-10-16
175610,602,13,656,2013-10-16
175611,842,8,899,2013-10-16
175612,842,3,899,2013-10-16
175613,847,20,904,2013-10-16
